,V1/V12_Voltage_0-Vmax
2021-02-21 04:00:00,407.0
2021-02-21 03:59:00,406.0
2021-02-21 03:58:00,406.0
2021-02-21 03:57:00,406.0
2021-02-21 03:56:00,406.0
2021-02-21 03:55:00,407.0
2021-02-21 03:54:00,406.0
2021-02-21 03:53:00,406.0
2021-02-21 03:52:00,406.0
2021-02-21 03:51:00,407.0
2021-02-21 03:50:00,407.0
2021-02-21 03:49:00,406.0
2021-02-21 03:48:00,407.0
2021-02-21 03:47:00,407.0
2021-02-21 03:46:00,407.0
2021-02-21 03:45:00,407.0
2021-02-21 03:44:00,406.0
2021-02-21 03:43:00,406.0
2021-02-21 03:42:00,406.0
2021-02-21 03:41:00,407.0
2021-02-21 03:40:00,407.0
2021-02-21 03:39:00,407.0
2021-02-21 03:38:00,407.0
2021-02-21 03:37:00,407.0
2021-02-21 03:36:00,407.0
2021-02-21 03:35:00,407.0
2021-02-21 03:34:00,407.0
2021-02-21 03:33:00,407.0
2021-02-21 03:32:00,407.0
2021-02-21 03:31:00,407.0
2021-02-21 03:30:00,406.0
2021-02-21 03:29:00,407.0
2021-02-21 03:28:00,407.0
2021-02-21 03:27:00,406.0
2021-02-21 03:26:00,406.0
2021-02-21 03:25:00,406.0
2021-02-21 03:24:00,406.0
2021-02-21 03:23:00,406.0
2021-02-21 03:22:00,407.0
2021-02-21 03:21:00,406.0
2021-02-21 03:20:00,406.0
2021-02-21 03:19:00,407.0
2021-02-21 03:18:00,407.0
2021-02-21 03:17:00,407.0
2021-02-21 03:16:00,406.0
2021-02-21 03:15:00,406.0
2021-02-21 03:14:00,406.0
2021-02-21 03:13:00,406.0
2021-02-21 03:12:00,406.0
2021-02-21 03:11:00,407.0
2021-02-21 03:10:00,406.0
2021-02-21 03:09:00,406.0
2021-02-21 03:08:00,406.0
2021-02-21 03:07:00,405.0
2021-02-21 03:06:00,405.0
2021-02-21 03:05:00,405.0
2021-02-21 03:04:00,406.0
2021-02-21 03:03:00,406.0
2021-02-21 03:02:00,406.0
2021-02-21 03:01:00,407.0
2021-02-21 03:00:00,410.0
