,V1/V12_Voltage_0-Vmax
2021-02-16 00:00:00,405.0
2021-02-15 23:59:00,406.0
2021-02-15 23:58:00,406.0
2021-02-15 23:57:00,406.0
2021-02-15 23:56:00,405.0
2021-02-15 23:55:00,405.0
2021-02-15 23:54:00,405.0
2021-02-15 23:53:00,405.0
2021-02-15 23:52:00,405.0
2021-02-15 23:51:00,405.0
2021-02-15 23:50:00,406.0
2021-02-15 23:49:00,406.0
2021-02-15 23:48:00,406.0
2021-02-15 23:47:00,405.0
2021-02-15 23:46:00,405.0
2021-02-15 23:45:00,404.0
2021-02-15 23:44:00,405.0
2021-02-15 23:43:00,405.0
2021-02-15 23:42:00,405.0
2021-02-15 23:41:00,405.0
2021-02-15 23:40:00,405.0
2021-02-15 23:39:00,405.0
2021-02-15 23:38:00,404.0
2021-02-15 23:37:00,404.0
2021-02-15 23:36:00,404.0
2021-02-15 23:35:00,404.0
2021-02-15 23:34:00,404.0
2021-02-15 23:33:00,404.0
2021-02-15 23:32:00,404.0
2021-02-15 23:31:00,404.0
2021-02-15 23:30:00,404.0
2021-02-15 23:29:00,405.0
2021-02-15 23:28:00,405.0
2021-02-15 23:27:00,405.0
2021-02-15 23:26:00,405.0
2021-02-15 23:25:00,405.0
2021-02-15 23:24:00,405.0
2021-02-15 23:23:00,405.0
2021-02-15 23:22:00,405.0
2021-02-15 23:21:00,405.0
2021-02-15 23:20:00,405.0
2021-02-15 23:19:00,405.0
2021-02-15 23:18:00,405.0
2021-02-15 23:17:00,405.0
2021-02-15 23:16:00,405.0
2021-02-15 23:15:00,405.0
2021-02-15 23:14:00,405.0
2021-02-15 23:13:00,405.0
2021-02-15 23:12:00,405.0
2021-02-15 23:11:00,403.0
2021-02-15 23:10:00,403.0
2021-02-15 23:09:00,403.0
2021-02-15 23:08:00,403.0
2021-02-15 23:07:00,404.0
2021-02-15 23:06:00,404.0
2021-02-15 23:05:00,403.0
2021-02-15 23:04:00,404.0
2021-02-15 23:03:00,405.0
2021-02-15 23:02:00,404.0
2021-02-15 23:01:00,404.0
2021-02-15 23:00:00,404.0
