,V1/V12_Voltage_0-Vmax
2021-02-23 18:00:00,404.0
2021-02-23 17:59:00,404.0
2021-02-23 17:58:00,404.0
2021-02-23 17:57:00,404.0
2021-02-23 17:56:00,403.0
2021-02-23 17:55:00,403.0
2021-02-23 17:54:00,403.0
2021-02-23 17:53:00,403.0
2021-02-23 17:52:00,403.0
2021-02-23 17:51:00,403.0
2021-02-23 17:50:00,402.0
2021-02-23 17:49:00,402.0
2021-02-23 17:48:00,403.0
2021-02-23 17:47:00,403.0
2021-02-23 17:46:00,402.0
2021-02-23 17:45:00,403.0
2021-02-23 17:44:00,403.0
2021-02-23 17:43:00,403.0
2021-02-23 17:42:00,403.0
2021-02-23 17:41:00,403.0
2021-02-23 17:40:00,403.0
2021-02-23 17:39:00,403.0
2021-02-23 17:38:00,403.0
2021-02-23 17:37:00,403.0
2021-02-23 17:36:00,403.0
2021-02-23 17:35:00,404.0
2021-02-23 17:34:00,403.0
2021-02-23 17:33:00,403.0
2021-02-23 17:32:00,404.0
2021-02-23 17:31:00,404.0
2021-02-23 17:30:00,404.0
2021-02-23 17:29:00,404.0
2021-02-23 17:28:00,404.0
2021-02-23 17:27:00,404.0
2021-02-23 17:26:00,404.0
2021-02-23 17:25:00,404.0
2021-02-23 17:24:00,405.0
2021-02-23 17:23:00,405.0
2021-02-23 17:22:00,405.0
2021-02-23 17:21:00,405.0
2021-02-23 17:20:00,401.0
2021-02-23 17:19:00,401.0
2021-02-23 17:18:00,401.0
2021-02-23 17:17:00,401.0
2021-02-23 17:16:00,401.0
2021-02-23 17:15:00,401.0
2021-02-23 17:14:00,401.0
2021-02-23 17:13:00,401.0
2021-02-23 17:12:00,402.0
2021-02-23 17:11:00,402.0
2021-02-23 17:10:00,402.0
2021-02-23 17:09:00,402.0
2021-02-23 17:08:00,402.0
2021-02-23 17:07:00,402.0
2021-02-23 17:06:00,402.0
2021-02-23 17:05:00,402.0
2021-02-23 17:04:00,402.0
2021-02-23 17:03:00,402.0
2021-02-23 17:02:00,402.0
2021-02-23 17:01:00,402.0
2021-02-23 17:00:00,402.0
